"deaths_location","week_start","avg_weekly_cases","avg_weekly_deaths"
"Lebanon","2022-01-17","6316.71","15.29"
"Eritrea","2022-01-17","53.43","0.71"
"Bosnia and Herzegovina","2022-01-17","2464.29","35.43"
"Equatorial Guinea","2022-01-17","34.29","0.43"
"Africa","2022-01-17","38056.00","347.57"
"South Sudan","2022-01-17","24.43","0.14"
"Sao Tome and Principe","2022-01-17","45.86","0.43"
"El Salvador","2022-01-17","490.71","2.71"
"Anguilla","2022-01-17","21.00","0.14"
"Maldives","2022-01-17","1982.86","0.71"
"Lesotho","2022-01-17","29.29","0.43"
"Asia","2022-01-17","656251.00","1178.71"
"South Korea","2022-01-17","6482.57","33.14"
"Nigeria","2022-01-17","190.14","4.14"
"Suriname","2022-01-17","934.43","3.29"
"Guatemala","2022-01-17","2438.57","12.14"
"Iran","2022-01-17","3800.71","22.57"
"Egypt","2022-01-17","1373.71","29.57"
"Mali","2022-01-17","182.29","2.29"
"Qatar","2022-01-17","3591.86","1.29"
"Sudan","2022-01-17","478.14","2.29"
"Jersey","2022-01-17","277.86","0.57"
"Monaco","2022-01-17","135.57","0.14"
"Bonaire Sint Eustatius and Saba","2022-01-17","131.29","0.29"
"Oman","2022-01-17","1346.43","0.86"
"World","2022-01-17","3341557.57","8503.71"
"Haiti","2022-01-17","105.14","0.43"
"Ecuador","2022-01-17","8817.43","11.57"
"Azerbaijan","2022-01-17","1016.57","12.43"
"Cyprus","2022-01-17","2253.29","5.57"
"Bolivia","2022-01-17","11316.86","60.14"
"North America","2022-01-17","844844.29","2922.71"
"Costa Rica","2022-01-17","4802.00","6.43"
"Argentina","2022-01-17","103968.86","352.00"
"Cote d'Ivoire","2022-01-17","146.57","3.57"
"United States","2022-01-17","720412.57","2329.71"
"Mongolia","2022-01-17","7603.71","1.14"
"Martinique","2022-01-17","1670.71","2.29"
"South Africa","2022-01-17","3256.43","112.14"
"Norway","2022-01-17","16467.14","4.14"
"High income","2022-01-17","2282985.86","4672.14"
"United Arab Emirates","2022-01-17","2957.86","3.29"
"Malawi","2022-01-17","179.86","8.57"
"Israel","2022-01-17","70676.14","27.57"
"Northern Mariana Islands","2022-01-17","42.86","0.14"
"Dominican Republic","2022-01-17","6024.57","2.43"
"Guinea","2022-01-17","43.71","1.14"
"Antigua and Barbuda","2022-01-17","87.14","0.29"
"Kazakhstan","2022-01-17","13894.00","10.00"
"British Virgin Islands","2022-01-17","56.29","0.71"
"Zambia","2022-01-17","882.14","5.43"
"Germany","2022-01-17","110048.86","120.00"
"Ghana","2022-01-17","214.43","3.86"
"Honduras","2022-01-17","622.71","2.14"
"Angola","2022-01-17","339.71","4.14"
"Curacao","2022-01-17","482.57","1.57"
"Syria","2022-01-17","38.43","3.00"
"Mozambique","2022-01-17","516.86","4.29"
"Sweden","2022-01-17","35353.29","35.29"
"Jamaica","2022-01-17","1211.00","7.14"
"Oceania","2022-01-17","50841.57","100.43"
"Turkey","2022-01-17","68366.00","165.00"
"Russia","2022-01-17","43522.43","684.57"
"Romania","2022-01-17","15315.43","44.71"
"Switzerland","2022-01-17","33411.86","16.43"
"Bulgaria","2022-01-17","8450.29","84.86"
"Uruguay","2022-01-17","11201.57","10.00"
"Australia","2022-01-17","49708.57","94.29"
"Kenya","2022-01-17","402.00","6.14"
"Peru","2022-01-17","46675.71","98.86"
"Spain","2022-01-17","124015.71","211.57"
"Georgia","2022-01-17","7965.43","36.00"
"Laos","2022-01-24","510.14","2.57"
"Comoros","2022-01-24","2.57","0.14"
"Sao Tome and Principe","2022-01-24","9.57","0.14"
"El Salvador","2022-01-24","892.86","4.71"
"Mozambique","2022-01-24","189.00","2.00"
"Montenegro","2022-01-24","919.00","5.86"
"Lower middle income","2022-01-24","420949.14","1329.71"
"Mauritania","2022-01-24","136.71","3.57"
"Iraq","2022-01-24","6925.29","11.14"
"Singapore","2022-01-24","4936.86","0.86"
"South Korea","2022-01-24","14898.71","27.14"
"Togo","2022-01-24","29.57","0.29"
"Maldives","2022-01-24","2666.43","0.71"
"Bahrain","2022-01-24","4936.57","0.71"
"Asia","2022-01-24","693853.29","1438.43"
"Anguilla","2022-01-24","19.57","0.14"
"Uruguay","2022-01-24","10799.14","18.14"
"Poland","2022-01-24","47768.86","188.14"
"Europe","2022-01-24","1560929.29","3014.71"
"Sweden","2022-01-24","40148.29","42.29"
"Nigeria","2022-01-24","151.57","1.57"
"Guyana","2022-01-24","478.71","5.43"
"Uzbekistan","2022-01-24","1164.57","3.00"
"Palestine","2022-01-24","4725.71","5.43"
"Chile","2022-01-24","22562.43","22.29"
"Czechia","2022-01-24","39951.57","22.43"
"Albania","2022-01-24","1651.29","6.00"
"Bangladesh","2022-01-24","14313.71","20.00"
"Gabon","2022-01-24","74.86","0.14"
"Guatemala","2022-01-24","2789.29","14.00"
"Chad","2022-01-24","26.57","0.71"
"Jamaica","2022-01-24","702.14","9.57"
"Iran","2022-01-24","10976.71","25.43"
"Suriname","2022-01-24","524.00","3.71"
"Egypt","2022-01-24","1854.71","33.71"
"Slovakia","2022-01-24","11775.29","24.86"
"Reunion","2022-01-24","6702.00","5.43"
"Curacao","2022-01-24","202.14","2.14"
"Upper middle income","2022-01-24","666543.57","3146.71"
"New Caledonia","2022-01-24","492.57","0.14"
"Guadeloupe","2022-01-24","1918.57","1.57"
"Jersey","2022-01-24","340.14","0.57"
"Saint Vincent and the Grenadines","2022-01-24","24.86","0.29"
"Sudan","2022-01-24","354.57","5.14"
"Monaco","2022-01-24","99.43","0.14"
"Qatar","2022-01-24","2245.29","1.71"
"Senegal","2022-01-24","105.43","2.57"
"South America","2022-01-24","367228.43","1326.57"
"Ethiopia","2022-01-24","431.57","13.00"
"Italy","2022-01-24","148597.71","374.00"
"World","2022-01-24","3330620.86","9651.86"
"European Union","2022-01-24","1251567.00","1837.29"
"Oman","2022-01-24","1940.00","1.29"
"Low income","2022-01-24","3087.00","56.14"
"Seychelles","2022-01-24","263.57","0.86"
"Azerbaijan","2022-01-24","2758.14","14.71"
"Peru","2022-01-24","45887.57","159.71"
"Cape Verde","2022-01-24","57.43","1.14"
"Turkey","2022-01-24","79550.00","181.57"
"Ecuador","2022-01-24","7488.71","28.86"
"Belarus","2022-01-24","1956.86","15.43"
"Moldova","2022-01-24","4463.71","17.43"
"Haiti","2022-01-24","105.00","2.29"
"Saudi Arabia","2022-01-24","4509.29","2.14"
"Austria","2022-01-24","31497.71","15.14"
"Saint Lucia","2022-01-24","176.00","1.43"
"Netherlands","2022-01-24","59398.14","8.14"
"Bolivia","2022-01-24","5297.14","36.29"
"Cyprus","2022-01-24","2425.71","3.43"
"Switzerland","2022-01-24","35541.29","13.29"
"Kenya","2022-01-24","156.57","6.71"
"Romania","2022-01-24","24812.14","58.14"
"Lesotho","2022-01-24","28.29","0.43"
"Panama","2022-01-24","8391.43","15.14"
"Argentina","2022-01-24","61757.71","284.00"
"Slovenia","2022-01-24","14093.71","16.29"
"Sri Lanka","2022-01-24","1173.86","17.29"
"Antigua and Barbuda","2022-01-24","89.57","0.71"
"North America","2022-01-24","632593.43","3424.14"
"Puerto Rico","2022-01-24","1859.00","20.71"
"Faeroe Islands","2022-01-24","684.43","0.14"
"United Kingdom","2022-01-24","101936.86","211.29"
"Costa Rica","2022-01-24","5569.14","11.71"
"United States","2022-01-24","541323.14","2629.00"
"Kyrgyzstan","2022-01-24","388.14","3.86"
"Barbados","2022-01-24","609.29","0.43"
"Fiji","2022-01-24","202.00","4.29"
"Israel","2022-01-24","67772.29","48.00"
"Afghanistan","2022-01-24","302.57","2.43"
"Grenada","2022-01-24","150.86","0.71"
"Belgium","2022-01-24","48049.71","30.00"
"Cote d'Ivoire","2022-01-24","72.71","0.86"
"Ireland","2022-01-24","5013.86","11.00"
"Uganda","2022-01-24","171.43","6.43"
"India","2022-01-24","265036.86","668.86"
"Mongolia","2022-01-24","6705.71","2.14"
"Guinea-Bissau","2022-01-24","17.43","0.29"
"Martinique","2022-01-24","1508.43","1.57"
"Paraguay","2022-01-24","5241.43","39.57"
"Kuwait","2022-01-24","5850.71","1.29"
"Finland","2022-01-24","7014.00","17.86"
"South Africa","2022-01-24","3171.71","120.29"
"Canada","2022-01-24","17714.71","159.71"
"Rwanda","2022-01-24","128.57","0.86"
"Mexico","2022-01-24","40389.43","514.71"
"Venezuela","2022-01-24","1935.43","4.43"
"Norway","2022-01-24","19542.29","4.14"
"Bulgaria","2022-01-24","8833.00","69.29"
"Greenland","2022-01-24","163.14","0.14"
"Dominica","2022-01-24","73.57","0.29"
"Nepal","2022-01-24","5721.00","11.43"
"Yemen","2022-01-24","59.00","1.71"
"High income","2022-01-24","2228888.00","5108.29"
"Algeria","2022-01-24","2110.57","10.57"
"Malawi","2022-01-24","89.14","5.43"
"Tunisia","2022-01-24","7763.71","39.29"
"Morocco","2022-01-24","5023.14","30.71"
"Aruba","2022-01-24","126.14","0.86"
"Dominican Republic","2022-01-24","2294.86","2.29"
"Kosovo","2022-01-24","3352.29","2.14"
"Georgia","2022-01-24","15904.00","34.86"
"Denmark","2022-01-24","45924.86","17.29"
"Spain","2022-01-24","96765.43","227.43"
"France","2022-01-24","334710.14","267.00"
"Northern Mariana Islands","2022-01-24","88.29","0.14"
"Bhutan","2022-01-24","148.00","0.14"
"Cuba","2022-01-24","3034.00","4.57"
"United Arab Emirates","2022-01-24","2550.43","4.00"
"Vietnam","2022-01-24","17375.86","135.57"
"Cameroon","2022-01-24","136.86","3.86"
"Turks and Caicos Islands","2022-01-24","24.00","0.14"
"Botswana","2022-01-24","1018.86","2.29"
"Libya","2022-01-24","2342.71","12.29"
"Kazakhstan","2022-01-24","11493.14","15.43"
"Armenia","2022-01-24","2103.14","2.57"
"Madagascar","2022-01-24","277.71","7.29"
"Iceland","2022-01-24","1335.57","0.29"
"Luxembourg","2022-01-24","2220.43","0.86"
"Oceania","2022-01-24","40369.43","102.86"
"British Virgin Islands","2022-01-24","32.29","0.29"
"Hungary","2022-01-24","15271.57","58.14"
"Zambia","2022-01-24","493.29","3.43"
"Saint Kitts and Nevis","2022-01-24","24.71","0.71"
"Germany","2022-01-24","157350.71","158.00"
"Brazil","2022-01-24","183289.14","474.43"
"Namibia","2022-01-24","69.00","6.71"
"Serbia","2022-01-24","16650.29","39.14"
"Gambia","2022-01-24","3.00","0.29"
"Honduras","2022-01-24","491.14","5.00"
"Angola","2022-01-24","307.86","1.14"
"Croatia","2022-01-24","8505.29","51.43"
"Saint Martin (French part)","2022-01-24","74.29","0.14"
"Russia","2022-01-24","89830.86","659.43"
"Ghana","2022-01-24","118.29","2.86"
"Greece","2022-01-24","18382.43","103.71"
"French Guiana","2022-01-24","346.14","1.71"
"Syria","2022-01-24","48.71","2.71"
"Bahamas","2022-01-24","81.57","2.71"
"Indonesia","2022-01-24","8115.29","11.86"
"Africa","2022-01-24","35617.14","345.14"
"United States Virgin Islands","2022-01-24","77.86","0.57"
"San Marino","2022-01-24","158.86","0.29"
"Zimbabwe","2022-01-24","176.57","5.86"
"Niger","2022-01-24","15.14","0.43"
"Pakistan","2022-01-24","7144.86","20.29"
"Colombia","2022-01-24","21620.43","248.00"
"Malta","2022-01-24","239.86","2.14"
"Jordan","2022-01-24","9021.86","16.00"
"Lithuania","2022-01-24","10586.14","14.86"
"Tanzania","2022-01-24","44.29","1.57"
"Sint Maarten (Dutch part)","2022-01-24","37.71","0.29"
"Estonia","2022-01-24","5923.71","3.86"
"Solomon Islands","2022-01-24","127.71","1.29"
"Portugal","2022-01-24","58671.29","41.14"
"Guam","2022-01-24","721.43","1.29"
"Andorra","2022-01-24","361.57","0.14"
"Philippines","2022-01-24","18362.57","59.86"
"Latvia","2022-01-24","7635.43","10.43"
"Lebanon","2022-01-24","6996.57","14.57"
"Nicaragua","2022-01-24","5.00","0.14"
"Eritrea","2022-01-24","36.86","0.86"
"Australia","2022-01-24","38259.57","95.71"
"Mali","2022-01-24","58.71","1.00"
"Trinidad and Tobago","2022-01-24","681.71","13.57"
"Bermuda","2022-01-24","112.29","0.57"
"Japan","2022-01-24","71426.43","36.86"
"Eswatini","2022-01-24","38.29","1.00"
"Bosnia and Herzegovina","2022-01-24","1974.14","48.57"
"Thailand","2022-01-24","7862.00","17.86"
"Equatorial Guinea","2022-01-24","10.00","0.14"
"Isle of Man","2022-01-24","87.29","0.14"
"Malaysia","2022-01-24","4719.86","10.43"
"North Macedonia","2022-01-24","1701.71","23.00"
"Burkina Faso","2022-01-24","15.71","1.86"
"Ukraine","2022-01-24","26430.57","130.00"
"Belize","2022-01-24","676.29","1.29"
"Ethiopia","2022-01-31","243.00","4.14"
"Guernsey","2022-01-31","91.57","0.14"
"Venezuela","2022-01-31","1952.43","6.29"
"Sao Tome and Principe","2022-01-31","4.00","0.29"
"El Salvador","2022-01-31","263.86","7.00"
"Portugal","2022-01-31","47748.57","50.00"
"Rwanda","2022-01-31","46.14","1.14"
"Mexico","2022-01-31","23792.43","557.29"
"Montenegro","2022-01-31","619.29","7.14"
"Lesotho","2022-01-31","16.29","0.29"
"Lower middle income","2022-01-31","328473.86","1929.14"
"Cuba","2022-01-31","1768.29","5.86"
"South Korea","2022-01-31","28466.14","18.71"
"Mauritania","2022-01-31","44.86","2.14"
"Singapore","2022-01-31","7070.43","2.43"
"Jamaica","2022-01-31","305.57","7.43"
"Greenland","2022-01-31","64.29","0.14"
"Belize","2022-01-31","436.71","0.57"
"North Macedonia","2022-01-31","1427.43","27.86"
"Mozambique","2022-01-31","81.57","2.29"
"Iraq","2022-01-31","6689.57","19.71"
"Greece","2022-01-31","18141.29","103.43"
"Honduras","2022-01-31","1003.71","6.71"
"Maldives","2022-01-31","2030.14","1.14"
"Guyana","2022-01-31","304.14","2.71"
"Monaco","2022-01-31","66.71","0.29"
"Uruguay","2022-01-31","9463.29","27.86"
"Nepal","2022-01-31","2280.57","11.29"
"Guinea","2022-01-31","36.71","2.29"
"Bahrain","2022-01-31","7335.71","1.00"
"Poland","2022-01-31","44444.00","204.86"
"Guam","2022-01-31","374.29","1.57"
"Philippines","2022-01-31","9128.00","90.71"
"Belarus","2022-01-31","4353.57","15.43"
"High income","2022-01-31","1826953.29","5350.86"
"Ghana","2022-01-31","99.57","3.14"
"Bulgaria","2022-01-31","7720.43","86.71"
"Nigeria","2022-01-31","95.00","0.14"
"Yemen","2022-01-31","35.86","2.71"
"Asia","2022-01-31","660139.29","2085.57"
"Europe","2022-01-31","1443650.00","3277.29"
"Uzbekistan","2022-01-31","982.43","3.29"
"Oceania","2022-01-31","31525.43","90.14"
"Kenya","2022-01-31","115.57","4.14"
"Palestine","2022-01-31","8292.29","9.29"
"Chile","2022-01-31","32488.86","39.57"
"Guinea-Bissau","2022-01-31","26.57","0.29"
"French Guiana","2022-01-31","181.00","1.71"
"New Zealand","2022-01-31","224.43","0.14"
"Lithuania","2022-01-31","12614.57","17.43"
"Croatia","2022-01-31","7071.14","49.57"
"Albania","2022-01-31","1061.57","5.29"
"Congo","2022-01-31","12.43","0.57"
"Malawi","2022-01-31","58.00","1.86"
"Aruba","2022-01-31","68.86","0.14"
"Democratic Republic of Congo","2022-01-31","30.71","5.43"
"Guatemala","2022-01-31","2867.43","18.14"
"Indonesia","2022-01-31","24756.43","35.86"
"Morocco","2022-01-31","2414.43","35.29"
"Algeria","2022-01-31","1184.00","12.14"
"Iran","2022-01-31","31664.86","52.14"
"Bangladesh","2022-01-31","10885.71","32.29"
"Dominican Republic","2022-01-31","1260.86","3.00"
"Egypt","2022-01-31","2267.43","44.43"
"Bahamas","2022-01-31","27.71","0.43"
"Ireland","2022-01-31","5181.29","12.71"
"Kosovo","2022-01-31","2041.43","3.57"
"Central African Republic","2022-01-31","18.71","0.14"
"Guadeloupe","2022-01-31","1212.71","2.57"
"Eswatini","2022-01-31","31.71","0.43"
"Jersey","2022-01-31","303.14","0.57"
"Tunisia","2022-01-31","5588.00","54.71"
"New Caledonia","2022-01-31","1019.57","0.14"
"Ukraine","2022-01-31","34512.86","164.57"
"Latvia","2022-01-31","8730.86","11.86"
"Slovakia","2022-01-31","16672.86","20.14"
"United Arab Emirates","2022-01-31","2129.00","3.29"
"Reunion","2022-01-31","6496.29","4.43"
"Saint Vincent and the Grenadines","2022-01-31","30.14","0.29"
"United States Virgin Islands","2022-01-31","20.29","0.43"
"Low income","2022-01-31","2399.71","67.43"
"France","2022-01-31","247058.86","264.00"
"Sudan","2022-01-31","237.29","27.43"
"Armenia","2022-01-31","3360.57","5.71"
"Saudi Arabia","2022-01-31","3750.43","2.86"
"Qatar","2022-01-31","1232.86","1.00"
"Africa","2022-01-31","29567.14","372.86"
"Switzerland","2022-01-31","29324.57","15.00"
"Denmark","2022-01-31","41320.14","20.86"
"Israel","2022-01-31","54676.57","62.00"
"Azerbaijan","2022-01-31","5691.29","20.86"
"World","2022-01-31","2848879.14","10801.14"
"Laos","2022-01-31","416.29","4.29"
"Upper middle income","2022-01-31","681360.29","3442.43"
"Libya","2022-01-31","3761.86","8.43"
"Nicaragua","2022-01-31","6.57","0.14"
"Seychelles","2022-01-31","143.29","0.71"
"Malta","2022-01-31","207.43","3.14"
"Bonaire Sint Eustatius and Saba","2022-01-31","42.29","0.29"
"South America","2022-01-31","309520.71","1492.86"
"Vietnam","2022-01-31","11274.00","93.71"
"European Union","2022-01-31","1090219.57","2044.71"
"Oman","2022-01-31","2137.14","3.43"
"Saint Lucia","2022-01-31","156.57","2.14"
"Japan","2022-01-31","90135.86","80.00"
"Italy","2022-01-31","103059.71","375.43"
